2026-02-10 09:08:38.035 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2026-02-10 09:08:38.048 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2026-02-10 09:08:38.050 [main] DEBUG org.hibernate.integrator.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2026-02-10 09:08:38.064 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
    SelectStatement {
      FromClause {
        StandardTableGroup (a1 : modelos.Articulo) {
          primaryTableReference : articulo as a1_0
          TableGroupJoins {
            left  join LazyTableGroup (r1 : modelos.Articulo.revista) {
              primaryTableReference : revista as r1_0
            }
          }
        }
      }
    }

2026-02-10 09:18:58.292 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_0
2026-02-10 09:18:58.292 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [org.hibernate.sql.ast.tree.from.OneToManyTableGroup@73bb573d] with identifierForTableGroup [modelos.Revista.articulos] for NavigablePath [modelos.Revista.articulos] 
2026-02-10 09:18:58.292 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [StandardTableGroup(modelos.Revista.articulos.{element})] with identifierForTableGroup [modelos.Revista.articulos.{element}] for NavigablePath [modelos.Revista.articulos.{element}] 
2026-02-10 09:18:58.295 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_0
2026-02-10 09:18:58.296 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [CollectionTableGroup(modelos.Autor.articulos)] with identifierForTableGroup [modelos.Autor.articulos] for NavigablePath [modelos.Autor.articulos] 
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [org.hibernate.sql.ast.tree.from.LazyTableGroup@4d69d288] with identifierForTableGroup [modelos.Autor.articulos.{element}] for NavigablePath [modelos.Autor.articulos.{element}] 
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_1
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [org.hibernate.sql.ast.tree.from.LazyTableGroup@437281c5] with identifierForTableGroup [modelos.Autor.articulos.{element}.revista] for NavigablePath [modelos.Autor.articulos.{element}.revista] 
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : r1_0
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_0
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [CollectionTableGroup(modelos.Articulo.autores)] with identifierForTableGroup [modelos.Articulo.autores] for NavigablePath [modelos.Articulo.autores] 
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [org.hibernate.sql.ast.tree.from.LazyTableGroup@787178b1] with identifierForTableGroup [modelos.Articulo.autores.{element}] for NavigablePath [modelos.Articulo.autores.{element}] 
2026-02-10 09:18:58.297 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_1
2026-02-10 09:18:58.313 [main] DEBUG org.hibernate.query.named.NamedObjectRepository - Checking 0 named HQL queries
2026-02-10 09:18:58.313 [main] DEBUG org.hibernate.query.named.NamedObjectRepository - Checking 0 named SQL queries
2026-02-10 09:18:58.325 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo 
       drop 
       foreign key FKmd832l2jwqyof3yia0sbmls5a
2026-02-10 09:18:58.327 [main] INFO  org.hibernate.orm.connections.access - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@7b3cbe6e] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2026-02-10 09:18:58.342 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo_autor 
       drop 
       foreign key FKl3sjbt3jghh8yx25m8qqlovdv
2026-02-10 09:18:58.352 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo_autor 
       drop 
       foreign key FKioyme4i3ie9922u9bdk48daqn
2026-02-10 09:18:58.363 [main] DEBUG org.hibernate.SQL - 
    
    drop table if exists articulo
2026-02-10 09:18:58.379 [main] DEBUG org.hibernate.SQL - 
    
    drop table if exists articulo_autor
2026-02-10 09:18:58.399 [main] DEBUG org.hibernate.SQL - 
    
    drop table if exists autor
2026-02-10 09:18:58.417 [main] DEBUG org.hibernate.SQL - 
    
    drop table if exists revista
2026-02-10 09:18:58.436 [main] DEBUG org.hibernate.SQL - 
    
    create table articulo (
       idArticulo integer not null auto_increment,
        numPaginaFin integer,
        numPaginaInicio integer,
        titulo varchar(255),
        idRevista integer,
        primary key (idArticulo)
    ) engine=InnoDB
2026-02-10 09:18:58.437 [main] INFO  org.hibernate.orm.connections.access - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@3f0ce0d1] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2026-02-10 09:18:58.461 [main] DEBUG org.hibernate.SQL - 
    
    create table articulo_autor (
       articulos_idArticulo integer not null,
        autores_dni varchar(255) not null
    ) engine=InnoDB
2026-02-10 09:18:58.482 [main] DEBUG org.hibernate.SQL - 
    
    create table autor (
       dni varchar(255) not null,
        email varchar(255),
        nombre varchar(255),
        primary key (dni)
    ) engine=InnoDB
2026-02-10 09:18:58.506 [main] DEBUG org.hibernate.SQL - 
    
    create table revista (
       idRevista integer not null auto_increment,
        fecha date,
        nombre varchar(255),
        numeroRevista integer,
        unidadesImpresas integer,
        primary key (idRevista)
    ) engine=InnoDB
2026-02-10 09:18:58.534 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo 
       add constraint FKmd832l2jwqyof3yia0sbmls5a 
       foreign key (idRevista) 
       references revista (idRevista)
2026-02-10 09:18:58.593 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo_autor 
       add constraint FKl3sjbt3jghh8yx25m8qqlovdv 
       foreign key (autores_dni) 
       references autor (dni)
2026-02-10 09:18:58.647 [main] DEBUG org.hibernate.SQL - 
    
    alter table articulo_autor 
       add constraint FKioyme4i3ie9922u9bdk48daqn 
       foreign key (articulos_idArticulo) 
       references articulo (idArticulo)
2026-02-10 09:18:58.713 [main] DEBUG org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - No JtaPlatform was specified, checking resolver
2026-02-10 09:18:58.713 [main] DEBUG org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformResolverInitiator - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
2026-02-10 09:18:58.716 [main] DEBUG org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2026-02-10 09:18:58.716 [main] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2026-02-10 09:18:58.719 [main] DEBUG org.hibernate.service.internal.SessionFactoryServiceRegistryImpl - EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
2026-02-10 09:18:58.719 [main] DEBUG org.hibernate.event.internal.EntityCopyObserverFactoryInitiator - Configured EntityCopyObserver strategy: disallow
2026-02-10 09:18:58.723 [main] DEBUG org.hibernate.internal.SessionFactoryRegistry - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@28b458e6
2026-02-10 09:18:58.724 [main] DEBUG org.hibernate.internal.SessionFactoryRegistry - Registering SessionFactory: 0d789d05-8e75-4f6e-a432-8c8121b9b1a4 (<unnamed>)
2026-02-10 09:18:58.724 [main] DEBUG org.hibernate.internal.SessionFactoryRegistry - Not binding SessionFactory to JNDI, no JNDI name configured
2026-02-10 09:18:58.751 [main] DEBUG org.hibernate.stat.internal.StatisticsInitiator - Statistics initialized [enabled=false]
2026-02-10 09:18:58.754 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2026-02-10 09:18:58.754 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - begin
2026-02-10 09:18:58.759 [main] DEBUG org.hibernate.event.internal.AbstractSaveEventListener - Generated identifier: 12345678C, using strategy: org.hibernate.id.Assigned
2026-02-10 09:18:58.773 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - committing
2026-02-10 09:18:58.773 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Processing flush-time cascades
2026-02-10 09:18:58.774 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Dirty checking collections
2026-02-10 09:18:58.776 [main] DEBUG org.hibernate.engine.internal.Collections - Collection found: [modelos.Autor.articulos#12345678C], was: [<unreferenced>] (initialized)
2026-02-10 09:18:58.778 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2026-02-10 09:18:58.778 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 (re)creations, 0 updates, 0 removals to 1 collections
2026-02-10 09:18:58.778 [main] DEBUG org.hibernate.internal.util.EntityPrinter - Listing entities:
2026-02-10 09:18:58.778 [main] DEBUG org.hibernate.internal.util.EntityPrinter - modelos.Autor{articulos=[], nombre=Pepa Flores, dni=12345678C, email=flores@gmail.com}
2026-02-10 09:18:58.781 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        autor
        (email, nombre, dni) 
    values
        (?, ?, ?)
2026-02-10 09:18:58.795 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.796 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.797 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2026-02-10 09:18:58.798 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - begin
2026-02-10 09:18:58.799 [main] DEBUG org.hibernate.event.internal.AbstractSaveEventListener - Generated identifier: 12345679E, using strategy: org.hibernate.id.Assigned
2026-02-10 09:18:58.799 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - committing
2026-02-10 09:18:58.799 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Processing flush-time cascades
2026-02-10 09:18:58.799 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Dirty checking collections
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.engine.internal.Collections - Collection found: [modelos.Autor.articulos#12345679E], was: [<unreferenced>] (initialized)
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 (re)creations, 0 updates, 0 removals to 1 collections
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.internal.util.EntityPrinter - Listing entities:
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.internal.util.EntityPrinter - modelos.Autor{articulos=[], nombre=Ruperta Florero, dni=12345679E, email=florero@gmail.com}
2026-02-10 09:18:58.800 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        autor
        (email, nombre, dni) 
    values
        (?, ?, ?)
2026-02-10 09:18:58.805 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.805 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.805 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2026-02-10 09:18:58.805 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - begin
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.event.internal.AbstractSaveEventListener - Generated identifier: 1222679E, using strategy: org.hibernate.id.Assigned
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - committing
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Processing flush-time cascades
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Dirty checking collections
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.engine.internal.Collections - Collection found: [modelos.Autor.articulos#1222679E], was: [<unreferenced>] (initialized)
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 insertions, 0 updates, 0 deletions to 1 objects
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 (re)creations, 0 updates, 0 removals to 1 collections
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.internal.util.EntityPrinter - Listing entities:
2026-02-10 09:18:58.807 [main] DEBUG org.hibernate.internal.util.EntityPrinter - modelos.Autor{articulos=[], nombre=Ramon Florito, dni=1222679E, email=florito@gmail.com}
2026-02-10 09:18:58.808 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        autor
        (email, nombre, dni) 
    values
        (?, ?, ?)
2026-02-10 09:18:58.812 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.814 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.817 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2026-02-10 09:18:58.817 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - begin
2026-02-10 09:18:58.819 [main] DEBUG org.hibernate.engine.spi.ActionQueue - Executing identity-insert immediately
2026-02-10 09:18:58.819 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        revista
        (fecha, nombre, numeroRevista, unidadesImpresas) 
    values
        (?, ?, ?, ?)
2026-02-10 09:18:58.827 [main] DEBUG org.hibernate.id.IdentifierGeneratorHelper - Natively generated identity: 1
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - committing
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Processing flush-time cascades
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Dirty checking collections
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.engine.internal.Collections - Collection found: [modelos.Revista.articulos#1], was: [<unreferenced>] (initialized)
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener - Flushed: 1 (re)creations, 0 updates, 0 removals to 1 collections
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.internal.util.EntityPrinter - Listing entities:
2026-02-10 09:18:58.828 [main] DEBUG org.hibernate.internal.util.EntityPrinter - modelos.Revista{idRevista=1, fecha=2026-02-10, articulos=[], numeroRevista=179, unidadesImpresas=1, nombre=Revista 1}
2026-02-10 09:18:58.833 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.834 [main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2026-02-10 09:18:58.834 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2026-02-10 09:18:58.834 [main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl - begin
2026-02-10 09:18:58.840 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : r1_0
2026-02-10 09:18:58.840 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [StandardTableGroup(modelos.Revista)] with identifierForTableGroup [modelos.Revista] for NavigablePath [modelos.Revista] 
2026-02-10 09:18:58.841 [main] DEBUG org.hibernate.orm.sql.ast.create - Created new SQL alias : a1_0
2026-02-10 09:18:58.841 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [org.hibernate.sql.ast.tree.from.OneToManyTableGroup@6658f08a] with identifierForTableGroup [modelos.Revista.articulos] for NavigablePath [modelos.Revista.articulos] 
2026-02-10 09:18:58.842 [main] DEBUG org.hibernate.orm.sql.ast.create - Registration of TableGroup [StandardTableGroup(modelos.Revista.articulos.{element})] with identifierForTableGroup [modelos.Revista.articulos.{element}] for NavigablePath [modelos.Revista.articulos.{element}] 
2026-02-10 09:18:58.843 [main] DEBUG org.hibernate.orm.results.graph.AST - DomainResult Graph:
 \-EntityResultImpl [modelos.Revista]
 |  +-EagerCollectionFetch [modelos.Revista.articulos]
 |  |  \-EntityFetchJoinedImpl [modelos.Revista.articulos.{element}]
 |  +-BasicFetch [modelos.Revista.fecha]
 |  +-BasicFetch [modelos.Revista.nombre]
 |  +-BasicFetch [modelos.Revista.numeroRevista]
 |  \-BasicFetch [modelos.Revista.unidadesImpresas]

2026-02-10 09:18:58.844 [main] DEBUG org.hibernate.orm.sql.ast.tree - SQL AST Tree:
    SelectStatement {
      FromClause {
        StandardTableGroup (r1 : modelos.Revista) {
          primaryTableReference : revista as r1_0
          TableGroupJoins {
            left  join OneToManyTableGroup (a1 : modelos.Revista.articulos) {
              primaryTableReference : articulo as a1_0
            }
          }
        }
      }
    }

2026-02-10 09:18:58.851 [main] DEBUG org.hibernate.orm.sql.exec - Skipping reading Query result cache data: cache-enabled = false, cache-mode = IGNORE
2026-02-10 09:18:58.859 [main] DEBUG org.hibernate.orm.results - Initializer list
2026-02-10 09:18:58.859 [main] DEBUG org.hibernate.orm.results -     modelos.Revista.articulos.{element}.autores -> DelayedCollectionInitializer(modelos.Revista.articulos.{element}.autores)@483248042 (PluralAttribute(modelos.Articulo.autores))
2026-02-10 09:18:58.859 [main] DEBUG org.hibernate.orm.results -     modelos.Revista.articulos.{element} -> EntityJoinedFetchInitializer(modelos.Revista.articulos.{element})@1149650230 (EntityCollectionPart(NavigableRole[modelos.Revista.articulos#{element}])@1163871363)
2026-02-10 09:18:58.859 [main] DEBUG org.hibernate.orm.results -     modelos.Revista.articulos -> BagInitializer(modelos.Revista.articulos)@1847825207 (PluralAttribute(modelos.Revista.articulos))
2026-02-10 09:18:58.860 [main] DEBUG org.hibernate.orm.results -     modelos.Revista -> EntityResultInitializer(modelos.Revista)@2039926996 (SingleTableEntityPersister(modelos.Revista))
2026-02-10 09:18:58.861 [main] DEBUG org.hibernate.SQL - 
    select
        r1_0.idRevista,
        a1_0.idRevista,
        a1_0.idArticulo,
        a1_0.numPaginaFin,
        a1_0.numPaginaInicio,
        a1_0.titulo,
        r1_0.fecha,
        r1_0.nombre,
        r1_0.numeroRevista,
        r1_0.unidadesImpresas 
    from
        revista r1_0 
    left join
        articulo a1_0 
            on r1_0.idRevista=a1_0.idRevista 
    where
        r1_0.idRevista=?
2026-02-10 09:18:58.865 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [null]
2026-02-10 09:18:58.865 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityJoinedFetchInitializer) EntityKey (modelos.Revista.articulos.{element}) is null
2026-02-10 09:18:58.865 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Hydrated EntityKey (modelos.Revista): 1
2026-02-10 09:18:58.866 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [null]
2026-02-10 09:18:58.866 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1]
2026-02-10 09:18:58.866 [main] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : modelos.Revista.articulos#1
2026-02-10 09:18:58.866 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [null]
2026-02-10 09:18:58.867 [main] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Created new collection wrapper [modelos.Revista.articulos#1] : org.hibernate.collection.spi.PersistentBag@1316735289
2026-02-10 09:18:58.868 [main] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (BagInitializer) Responsible for loading collection [modelos.Revista.articulos#1] : org.hibernate.collection.spi.PersistentBag@1316735289
2026-02-10 09:18:58.868 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Created new entity instance [modelos.Revista#1] : Revista [nombre=null, fecha=null, idRevista=1, unidadesImpresas=0, numeroRevista=0]
2026-02-10 09:18:58.869 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [6] - [2026-02-10]
2026-02-10 09:18:58.869 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [7] - [Revista 1]
2026-02-10 09:18:58.869 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [8] - [179]
2026-02-10 09:18:58.869 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [9] - [1]
2026-02-10 09:18:58.870 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Done materializing entityInstance : modelos.Revista#1
2026-02-10 09:18:58.870 [main] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.entity.internal.EntityAssembler@6d7b2319
2026-02-10 09:18:58.870 [main] DEBUG org.hibernate.sql.results.internal.ResultsHelper - Collection fully initialized: [modelos.Revista.articulos#1]
2026-02-10 09:18:58.872 [main] DEBUG org.hibernate.engine.spi.ActionQueue - Executing identity-insert immediately
2026-02-10 09:18:58.872 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        articulo
        (numPaginaFin, numPaginaInicio, idRevista, titulo) 
    values
        (?, ?, ?, ?)
2026-02-10 09:18:58.874 [main] DEBUG org.hibernate.id.IdentifierGeneratorHelper - Natively generated identity: 1
2026-02-10 09:18:58.875 [main] DEBUG org.hibernate.orm.sql.exec - Skipping reading Query result cache data: cache-enabled = false, cache-mode = IGNORE
2026-02-10 09:18:58.875 [main] DEBUG org.hibernate.orm.results - Initializer list
2026-02-10 09:18:58.875 [main] DEBUG org.hibernate.orm.results -     modelos.Autor.articulos -> DelayedCollectionInitializer(modelos.Autor.articulos)@488795943 (PluralAttribute(modelos.Autor.articulos))
2026-02-10 09:18:58.875 [main] DEBUG org.hibernate.orm.results -     modelos.Autor -> EntityResultInitializer(modelos.Autor)@496259008 (SingleTableEntityPersister(modelos.Autor))
2026-02-10 09:18:58.875 [main] DEBUG org.hibernate.SQL - 
    select
        a1_0.dni,
        a1_0.email,
        a1_0.nombre 
    from
        autor a1_0 
    where
        a1_0.dni=?
2026-02-10 09:18:58.876 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Hydrated EntityKey (modelos.Autor): 12345678C
2026-02-10 09:18:58.876 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [12345678C]
2026-02-10 09:18:58.876 [main] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : modelos.Autor.articulos#12345678C
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Created new entity instance [modelos.Autor#12345678C] : Autor [dni=12345678C, nombre=null, email=null]
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [flores@gmail.com]
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [Pepa Flores]
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Done materializing entityInstance : modelos.Autor#12345678C
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.entity.internal.EntityAssembler@6736f40f
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.sql.exec - Skipping reading Query result cache data: cache-enabled = false, cache-mode = IGNORE
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results - Initializer list
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results -     modelos.Autor.articulos -> DelayedCollectionInitializer(modelos.Autor.articulos)@1967710715 (PluralAttribute(modelos.Autor.articulos))
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.orm.results -     modelos.Autor -> EntityResultInitializer(modelos.Autor)@1348421068 (SingleTableEntityPersister(modelos.Autor))
2026-02-10 09:18:58.877 [main] DEBUG org.hibernate.SQL - 
    select
        a1_0.dni,
        a1_0.email,
        a1_0.nombre 
    from
        autor a1_0 
    where
        a1_0.dni=?
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Hydrated EntityKey (modelos.Autor): 1222679E
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [0] - [1222679E]
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results.loading.org.hibernate.orm.results.loading.collection - (DelayedCollectionInitializer) Current row collection key : modelos.Autor.articulos#1222679E
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Created new entity instance [modelos.Autor#1222679E] : Autor [dni=1222679E, nombre=null, email=null]
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [1] - [florito@gmail.com]
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results - Extracted JDBC value [2] - [Ramon Florito]
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results.loading.entity - (EntityResultInitializer) Done materializing entityInstance : modelos.Autor#1222679E
2026-02-10 09:18:58.879 [main] DEBUG org.hibernate.orm.results.loading - Calling top-level assembler (0 / 1) : org.hibernate.sql.results.graph.entity.internal.EntityAssembler@faec277
2026-02-10 09:18:58.880 [main] DEBUG org.hibernate.engine.spi.ActionQueue - Executing identity-insert immediately
2026-02-10 09:18:58.880 [main] DEBUG org.hibernate.SQL - 
    insert 
    into
        articulo
        (numPaginaFin, numPaginaInicio, idRevista, titulo) 
    values
        (?, ?, ?, ?)
2026-02-10 09:18:58.882 [main] DEBUG org.hibernate.id.IdentifierGeneratorHelper - Natively generated identity: 2
2026-02-10 09:18:58.882 [main] DEBUG org.hibernate.orm.sql.exec - Skipping reading Query result cache data: cache-enabled = false, cache-mode = IGNORE
2026-02-10 09:18:58.883 [main] DEBUG org.hibernate.orm.results - Initializer list
2026-02-10 09:18:58.883 [main] DEBUG org.hibernate.orm.results -     modelos.Autor.articulos -> DelayedCollectionInitializer(modelos.Autor.articulos)@679681385 (PluralAttribute(modelos.Autor.articulos))
